bus;Pg;Qg;Qmax;Qmin;Vg;mBase;status;Pmax;Pmin;c2;c1;c0
2468;148;0;200.18;-200.18;1;100;1;296;0;0;20.023303;0
2468;895.16;0;500;-500;1;100;1;1056.58;733.74;0;114.994127;0
2470;126.125;0;46.41;-46.41;1;200;1;200;52.25;0;49.995582;0
2471;126.125;0;46.41;-46.41;1;200;1;200;52.25;0;36.095002;0
2472;126.125;0;46.41;-46.41;1;200;1;200;52.25;0;30.480036;0
2473;126.125;0;46.41;-46.41;1;200;1;200;52.25;0;35.659372;0
2476;0;0;33.33;-33.33;1;100;0;63.65;48.65;0;111.101624;0
2479;126;0;62.7;-62.7;1;100;1;252;0;0;24.092895;0
2480;351.075;0;500;-500;1;100;1;421.29;280.86;0;43.577972;0
2483;131.67;0;24.33;-24.33;1;200;1;200;63.34;0;18.522164;0
2484;131.67;0;24.33;-24.33;1;200;1;200;63.34;0;20.12997;0
2485;131.67;0;24.33;-24.33;1;200;1;200;63.34;0;46.881254;0
2489;32.415;0;500;-500;1;100;1;47.19;17.64;0;53.944562;0
2491;119.495;0;23.7;-23.7;1;200;1;200;38.99;0;37.560489;0
2492;119.495;0;23.7;-23.7;1;200;1;200;38.99;0;16.913093;0
2495;64.695;0;35.67;-35.67;1;100;1;100;29.39;0;25.087867;0
2496;64.695;0;35.67;-35.67;1;100;1;100;29.39;0;29.253176;0
2498;450;0;84.86;-84.86;1;700;1;700;200;0;20.16931;0
2499;450;0;84.86;-84.86;1;700;1;700;200;0;34.055332;0
2500;122.965;0;35.21;-35.21;1;200;1;200;45.93;0;28.463863;0
2501;122.965;0;35.21;-35.21;1;200;1;200;45.93;0;27.252206;0
2502;122.965;0;35.21;-35.21;1;200;1;200;45.93;0;46.600841;0
2503;122.965;0;35.21;-35.21;1;200;1;200;45.93;0;63.365005;0
2506;0;0;33.33;-33.33;1;100;0;109.81;94.81;0;49.658895;0
2510;133;14.645;146.43;-117.14;1;100;1;266;0;0;32.605998;0
2511;116.945;4.5;188;-179;1;200;1;200;33.89;0;30.326188;0
2513;138.5;0;66.46;-66.46;1;100;1;277;0;0;44.392891;0
2517;132.375;0;17.36;-17.36;1;200;1;200;64.75;0;30.734837;0
2518;132.375;0;17.36;-17.36;1;200;1;200;64.75;0;40.48741;0
2520;125.565;95.105;191;-0.79;1;200;1;200;51.13;0;24.148077;0
2522;303.74;0;500;-500;1;100;1;516.22;91.26;0;23.194667;0
2523;130.105;0;16.54;-16.54;1;200;1;200;60.21;0;48.309008;0
2524;140;8.14;81.38;-65.1;1;100;1;280;0;0;27.645743;0
2525;131.035;87.725;177;-1.55;1;200;1;200;62.07;0;34.956291;0
2526;131.035;89.725;181;-1.55;1;200;1;200;62.07;0;40.117163;0
2527;123.14;96.54;194;-0.92;1;200;1;200;46.28;0;32.094295;0
2529;125.565;93.105;187;-0.79;1;200;1;200;51.13;0;33.270313;0
2530;125.565;95.105;191;-0.79;1;200;1;200;51.13;0;39.585648;0
2531;123.155;0;15.95;-15.95;1;200;1;200;46.31;0;31.32079;0
2532;123.155;0;15.95;-15.95;1;200;1;200;46.31;0;37.866435;0
2534;118.69;89.485;181;-2.03;1;200;1;200;37.38;0;48.666805;0
2535;130.625;91.655;187;-3.69;1;200;1;200;61.25;0;27.618571;0
2536;130.625;91.655;187;-3.69;1;200;1;200;61.25;0;18.397798;0
2537;132.375;0;17.36;-17.36;1;200;1;200;64.75;0;55.523345;0
2538;132.375;0;17.36;-17.36;1;200;1;200;64.75;0;31.108158;0
2539;132.375;0;17.36;-17.36;1;200;1;200;64.75;0;44.89645;0
2541;130.105;0;16.54;-16.54;1;200;1;200;60.21;0;49.895107;0
2542;130.105;0;16.54;-16.54;1;200;1;200;60.21;0;36.889117;0
2543;130.105;0;16.54;-16.54;1;200;1;200;60.21;0;39.534225;0
2544;130.105;0;16.54;-16.54;1;200;1;200;60.21;0;28.696212;0
2547;123.155;0;15.95;-15.95;1;200;1;200;46.31;0;33.033854;0
2548;123.14;87.04;175;-0.92;1;200;1;200;46.28;0;39.763338;0
2549;120.525;93.99;191;-3.02;1;200;1;200;41.05;0;32.128687;0
2550;120.525;95.49;194;-3.02;1;200;1;200;41.05;0;49.794593;0
2551;118.69;86.485;175;-2.03;1;200;1;200;37.38;0;33.411963;0
2552;129.535;89.415;180;-1.17;1;200;1;200;59.07;0;21.249183;0
2553;116.945;8;191;-175;1;200;1;200;33.89;0;31.656076;0
2555;132.375;0;17.36;-17.36;1;200;1;200;64.75;0;28.835983;0
2556;127.765;1.595;15.93;-12.74;1;200;1;200;55.53;0;18.304318;0
2557;127.765;1.595;15.93;-12.74;1;200;1;200;55.53;0;25.125415;0
2558;127.765;1.595;15.93;-12.74;1;200;1;200;55.53;0;28.021298;0
2563;51.665;0;13.05;-13.05;1;100;1;100;3.33;0;43.761966;0
2564;50.345;89.395;182;-3.21;1;100;1;100;0.69;0;3.118251;0
2565;50.33;90.395;182;-1.21;1;100;1;100;0.66;0;48.15006;0
2566;50.045;90.43;183;-2.14;1;100;1;100;0.09;0;27.430267;0
2572;50.115;95.885;194;-2.23;1;100;1;100;0.23;0;29.44803;0
2574;350;0;93.65;-93.65;1;600;1;600;100;0;20.270936;0
2575;50.025;92.56;186;-0.88;1;100;1;100;0.05;0;32.222994;0
2576;141.5;0;132.44;-132.44;1;100;1;283;0;0;17.39215;0
2577;145;0;113.4;-113.4;1;100;1;290;0;0;28.99837;0
2579;0;0;33.33;-33.33;1;100;0;38.46;23.46;0;39.038879;0
2580;51.28;87.49;176;-1.02;1;100;1;100;2.56;0;13.606027;0
2581;148.5;0;92.02;-92.02;1;100;1;297;0;0;31.974083;0
2581;542.11;0;500;-500;1;100;1;650.53;433.69;0;21.937121;0
2584;51.735;91.715;184;-0.57;1;100;1;100;3.47;0;36.746587;0
2585;57.335;95.47;197;-6.06;1;100;1;100;14.67;0;43.444257;0
2586;250;0;41.53;-41.53;1;400;1;400;100;0;36.042869;0
2587;50.33;86.895;175;-1.21;1;100;1;100;0.66;0;51.175445;0
2588;142.5;0;576;-576;1;100;1;285;0;0;36.356764;0
2588;0;0;33.33;-33.33;1;100;0;366.17;351.17;0;37.209471;0
2590;51.125;93.985;189;-1.03;1;100;1;100;2.25;0;28.492163;0
2591;50.3;95.895;193;-1.21;1;100;1;100;0.6;0;30.384774;0
2594;300;0;87.77;-87.77;1;500;1;500;100;0;27.089149;0
2597;53.035;87.6;177;-1.8;1;100;1;100;6.07;0;56.071441;0
2598;274.355;0;500;-500;1;100;1;505.37;43.34;0;28.011418;0
2600;250;0;24.38;-24.38;1;400;1;400;100;0;59.123974;0
2602;51.735;93.995;191;-3.01;1;100;1;100;3.47;0;19.422868;0
2603;50.145;87.885;178;-2.23;1;100;1;100;0.29;0;32.091755;0
2604;250;0;88.87;-88.87;1;400;1;400;100;0;43.467762;0
2609;127.5;0;136.02;-136.02;1;100;1;255;0;0;57.622876;0
2611;51.28;87.49;176;-1.02;1;100;1;100;2.56;0;27.98224;0
2613;50.025;89.98;181;-1.04;1;100;1;100;0.05;0;30.89107;0
2617;59.8;0;10.88;-10.88;1;100;1;100;19.6;0;22.116664;0
2618;50.33;97.895;197;-1.21;1;100;1;100;0.66;0;34.251901;0
2619;57.5;0;10.3;-10.3;1;100;1;100;15;0;30.711681;0
2620;50.49;85.595;177;-5.81;1;100;1;100;0.98;0;49.668098;0
2624;300;0;198.07;-198.07;1;500;1;500;100;0;27.070014;0
2625;300;0;198.07;-198.07;1;500;1;500;100;0;23.88895;0
2626;53.335;0;10.82;-10.82;1;100;1;100;6.67;0;39.230901;0
2627;50.17;86.45;176;-3.1;1;100;1;100;0.34;0;18.722492;0
2628;50.085;86.885;176;-2.23;1;100;1;100;0.17;0;24.64397;0
2629;50.375;93.9;191;-3.2;1;100;1;100;0.75;0;46.298939;0
2630;250;0;88.87;-88.87;1;400;1;400;100;0;43.271872;0
2631;130.5;0;187.16;-187.16;1;100;1;261;0;0;50.439571;0
2632;63.335;0;19.82;-19.82;1;100;1;100;26.67;0;113.380614;0
2633;50.33;90.895;183;-1.21;1;100;1;100;0.66;0;29.566636;0
2634;0;0;33.33;-33.33;1;100;0;286.07;271.07;0;19.938995;0
2636;51.735;90.215;181;-0.57;1;100;1;100;3.47;0;10.544761;0
2639;183.335;0;26.06;-26.06;1;300;1;300;66.67;0;37.199867;0
2640;50.005;86.385;175;-2.23;1;100;1;100;0.01;0;51.854781;0
2641;196.265;0;27.97;-27.97;1;300;1;300;92.53;0;32.722645;0
2642;134.5;-52.02;76.96;-181;1;100;1;269;0;0;32.561166;0
2644;196.265;87.055;180;-5.89;1;300;1;300;92.53;0;27.044867;0
2645;250;0;40.29;-40.29;1;400;1;400;100;0;40.958796;0
2647;300;0;87.56;-87.56;1;500;1;500;100;0;25.214668;0
2649;141.5;0;78.78;-78.78;1;100;1;283;0;0;23.752965;0
2649;119.4;0;91.64;-91.64;1;100;1;238.8;0;0;37.155478;0
2651;250;0;38.81;-38.81;1;400;1;400;100;0;43.92202;0
2652;300;0;87.56;-87.56;1;500;1;500;100;0;18.642389;0
2654;57.835;0;12.15;-12.15;1;100;1;100;15.67;0;21.837431;0
2656;196.265;0;27.97;-27.97;1;300;1;300;92.53;0;47.092636;0
2658;250;0;94.68;-94.68;1;400;1;400;100;0;9.373877;0
2660;52.44;0;12.67;-12.67;1;100;1;100;4.88;0;31.392357;0
2661;196.265;0;10.72;-10.72;1;300;1;300;92.53;0;22.195791;0
2662;300;0;87.77;-87.77;1;500;1;500;100;0;45.391606;0
2663;50.275;93.38;188;-1.24;1;100;1;100;0.55;0;40.598915;0
2665;133;0;276.48;-276.48;1;100;1;266;0;0;17.723964;0
2665;0;0;33.33;-33.33;1;100;0;94.2;79.2;0;41.372536;0
2669;51.01;91.545;184;-0.91;1;100;1;100;2.02;0;41.743691;0
2671;50.085;89.385;181;-2.23;1;100;1;100;0.17;0;23.288045;0
2672;183.335;0;13.77;-13.77;1;300;1;300;66.67;0;22.205077;0
2674;52.325;88.185;177;-0.63;1;100;1;100;4.65;0;35.352574;0
2676;350;0;93.87;-93.87;1;600;1;600;100;0;105.170506;0
2677;55.135;88.13;179;-2.74;1;100;1;100;10.27;0;49.235146;0
2678;51.335;0;13.09;-13.09;1;100;1;100;2.67;0;30.407492;0
2680;142;0;60.96;-60.96;1;100;1;284;0;0;22.499816;0
2681;51.14;93.44;190;-3.12;1;100;1;100;2.28;0;13.80955;0
2682;250;0;28.81;-28.81;1;400;1;400;100;0;39.922164;0
2684;63.335;0;19.8;-19.8;1;100;1;100;26.67;0;35.466559;0
2685;50.385;90.915;185;-3.17;1;100;1;100;0.77;0;37.889034;0
2690;146.5;0;193.24;-193.24;1;100;1;293;0;0;27.86897;0
2693;187.165;0;22.83;-22.83;1;300;1;300;74.33;0;20.70304;0
2695;60;86.91;180;-6.18;1;100;1;100;20;0;41.418291;0
2698;120;0;26.37;-26.37;1;200;1;200;40;0;49.650086;0
2699;50.305;93.415;190;-3.17;1;100;1;100;0.61;0;41.947219;0
2702;140.5;0;68.58;-68.58;1;100;1;281;0;0;44.456508;0
2704;50.02;96.43;195;-2.14;1;100;1;100;0.04;0;36.950257;0
2706;50.06;97.98;197;-1.04;1;100;1;100;0.12;0;29.759654;0
2707;51.28;95.99;193;-1.02;1;100;1;100;2.56;0;18.219797;0
2708;183.335;0;13.77;-13.77;1;300;1;300;66.67;0;45.518395;0
2709;50.025;88.98;179;-1.04;1;100;1;100;0.05;0;27.13272;0
2711;300;0;87.77;-87.77;1;500;1;500;100;0;18.215641;0
2712;92.2;0;210.97;-210.97;1;100;1;184.4;0;0;25.843971;0
2713;51.735;96.715;194;-0.57;1;100;1;100;3.47;0;54.853896;0
2715;60;91.41;189;-6.18;1;100;1;100;20;0;15.591901;0
2716;53.335;0;10.82;-10.82;1;100;1;100;6.67;0;117.575366;0
2717;375.13;0;500;-500;1;100;1;505.37;244.89;0;15.441428;0
2719;50.155;92.21;189;-4.58;1;100;1;100;0.31;0;22.728428;0
2721;63.335;0;19.82;-19.82;1;100;1;100;26.67;0;28.689154;0
2724;50.31;86.895;177;-3.21;1;100;1;100;0.62;0;25.430148;0
2725;137.5;0;254.02;-254.02;1;100;1;275;0;0;57.656592;0
2726;207.415;0;500;-500;1;100;1;247.58;167.25;0;24.933746;0
2727;57.255;82.8;175;-9.4;1;100;1;100;14.51;0;38.370541;0
2728;187.165;0;22.83;-22.83;1;300;1;300;74.33;0;26.263742;0
2731;50.025;90.98;183;-1.04;1;100;1;100;0.05;0;26.394786;0
2732;123.335;0;26.17;-26.17;1;200;1;200;46.67;0;29.377141;0
2733;187.165;0;22.83;-22.83;1;300;1;300;74.33;0;41.119201;0
2734;132;14.97;149.7;-119.76;1;100;1;264;0;0;29.673719;0
2736;116.8;96.84;198;-4.32;1;200;1;200;33.6;0;23.069305;0
2737;50.32;93.905;191;-3.19;1;100;1;100;0.64;0;19.15402;0
2738;-65.065;0;37.74;-37.74;1;230.13;1;100;-230.13;0;0;0
2740;51.01;94.045;189;-0.91;1;100;1;100;2.02;0;26.37191;0
2743;250;0;40.06;-40.06;1;400;1;400;100;0;32.309675;0
2745;51.045;95.975;195;-3.05;1;100;1;100;2.09;0;26.838712;0
2746;350;0;93.87;-93.87;1;600;1;600;100;0;32.015242;0
2747;0;0;33.33;-33.33;1;100;0;152.54;137.54;0;47.992153;0
2748;250;0;24.38;-24.38;1;400;1;400;100;0;27.165081;0
2749;300;0;87.77;-87.77;1;500;1;500;100;0;14.031388;0
2751;141;0;123.22;-123.22;1;100;1;282;0;0;37.623225;0
2753;183.335;0;26.06;-26.06;1;300;1;300;66.67;0;28.538487;0
2755;52.44;0;12.61;-12.61;1;100;1;100;4.88;0;29.308185;0
2757;50.275;96.88;195;-1.24;1;100;1;100;0.55;0;22.068699;0
2758;50.255;87.45;178;-3.1;1;100;1;100;0.51;0;41.803926;0
2759;183.335;0;26.06;-26.06;1;300;1;300;66.67;0;30.155915;0
2760;123.335;0;24.84;-24.84;1;200;1;200;46.67;0;26.548429;0
2763;60.335;0;19.22;-19.22;1;100;1;100;20.67;0;16.099831;0
2764;147.5;0;181.86;-181.86;1;100;1;295;0;0;36.004193;0
2764;0;0;33.33;-33.33;1;100;0;518.22;503.22;0;15.082999;0
2765;250;0;29.97;-29.97;1;400;1;400;100;0;38.281782;0
2767;250;0;16.41;-16.41;1;400;1;400;100;0;25.3233;0
2769;183.335;0;26.06;-26.06;1;300;1;300;66.67;0;47.051367;0
2770;54.315;96.17;195;-2.66;1;100;1;100;8.63;0;32.171121;0
2771;57.835;0;12.15;-12.15;1;100;1;100;15.67;0;46.452107;0
2772;250;0;40.06;-40.06;1;400;1;400;100;0;57.651116;0
2773;51.735;92.215;185;-0.57;1;100;1;100;3.47;0;46.906949;0
2774;250;0;38.81;-38.81;1;400;1;400;100;0;30.937914;0
2777;50.07;96.98;195;-1.04;1;100;1;100;0.14;0;30.066232;0
2780;28.81;0;500;-500;1;100;1;38.25;19.37;0;32.08254;0
2781;0;0;40;-40;1;120;0;120;70;0;39.928219;0
2781;36.475;0;500;-500;1;100;1;46.61;26.34;0;43.276935;0
2783;44.5;-66.9;41.2;-175;1;78;1;78;11;0;39.30178;0
2803;53.625;-65.25;52.5;-183;1;83.96;1;86.25;21;0;38.650994;0
2806;27.78;0;500;-500;1;100;1;44.05;11.51;0;106.056882;0
2827;301.515;62.5;131;-6;1;258.66;1;445;158.03;0;20.487106;0
2842;108;43.5;114;-27;1;161;1;161;55;0;48.250619;0
