bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
842;1;77.53;19.47;0;0;12;1;0;110;12;1.1;0.9
843;2;0;0;0;0;12;1;0;20;12;1.1;0.9
844;1;51.96;22.2;0;0;12;1;0;110;12;1.1;0.9
845;2;0;0;0;0;12;1;0;20;12;1.1;0.9
846;1;4.91;0.91;0;2.5;12;1;0;110;12;1.1;0.9
847;1;0.27;-91.79;0;0;12;1;0;500;12;1.1;0.9
848;1;21.62;9.66;0;0;12;1;0;110;12;1.1;0.9
849;2;0.18;-13.99;0;0;12;1;0;345;12;1.1;0.9
850;2;0.1;-119.78;0;-176.24;12;1;0;500;12;1.1;0.9
851;1;4.41;1.12;0;0;12;1;0;110;12;1.1;0.9
852;1;51.96;1.36;0;0;12;1;0;110;12;1.1;0.9
853;1;98.67;-2.27;0;0;12;1;0;500;12;1.1;0.9
854;2;0;0;0;0;12;1;0;20;12;1.1;0.9
855;1;8.91;2.03;0;2;12;1;0;110;12;1.1;0.9
856;1;0.1;-0.36;0;0;12;1;0;110;12;1.1;0.9
857;1;61.05;5.08;0;0;12;1;0;110;12;1.1;0.9
858;2;0;0;0;0;12;1;0;20;12;1.1;0.9
859;1;30.03;12.51;0;0;12;1;0;110;12;1.1;0.9
860;1;8.91;2.19;0;0;12;1;0;110;12;1.1;0.9
861;1;64.57;5.2;0;0;12;1;0;110;12;1.1;0.9
862;1;2.9;0.3;0;0;13;1;0;110;13;1.1;0.9
863;1;14.92;4.19;0;0;13;1;0;110;13;1.1;0.9
864;1;45.15;13.91;0;0;13;1;0;110;13;1.1;0.9
865;2;0;0;0;0;13;1;0;20;13;1.1;0.9
866;2;0;0;0;87.74;13;1;0;500;13;1.1;0.9
867;1;10.81;2.26;0;0;13;1;0;110;13;1.1;0.9
868;1;24.43;8.53;0;7.32;13;1;0;110;13;1.1;0.9
869;1;12.61;1.87;0;0;13;1;0;110;13;1.1;0.9
870;1;0.1;-0.72;0;0;13;1;0;110;13;1.1;0.9
871;2;0;0;0;0;13;1;0;20;13;1.1;0.9
872;1;138.2;39.15;0;0;13;1;0;110;13;1.1;0.9
873;1;42.75;14.66;0;0;13;1;0;110;13;1.1;0.9
874;2;0;0;0;0;13;1;0;20;13;1.1;0.9
875;1;12.41;4.06;0;0;13;1;0;110;13;1.1;0.9
876;1;17.82;6.61;0;0;13;1;0;110;13;1.1;0.9
877;1;19.22;5.74;0;0;13;1;0;110;13;1.1;0.9
878;1;-0.61;-1.76;0;0;13;1;0;110;13;1.1;0.9
879;1;86.9;28.98;0;0;13;1;0;110;13;1.1;0.9
880;2;0;0;0;0;13;1;0;20;13;1.1;0.9
881;1;12.21;3.37;0;0;13;1;0;110;13;1.1;0.9
882;1;11.61;5.37;0;3.12;13;1;0;110;13;1.1;0.9
883;1;-0.54;-1.81;0;0;13;1;0;110;13;1.1;0.9
884;2;0;0;0;0;13;1;0;20;13;1.1;0.9
885;1;15.12;4.77;0;0;13;1;0;110;13;1.1;0.9
886;1;32.04;10.43;0;0;13;1;0;110;13;1.1;0.9
887;1;32.54;10.68;0;0;13;1;0;110;13;1.1;0.9
888;2;0;0;0;0;13;1;0;20;13;1.1;0.9
889;1;16.22;1.02;0;0;13;1;0;110;13;1.1;0.9
890;1;12.81;3.24;0;0;13;1;0;110;13;1.1;0.9
891;2;0;0;0;0;13;1;0;20;13;1.1;0.9
892;2;0;0;0;0;13;1;0;500;13;1.1;0.9
893;2;0;0;0;0;13;1;0;20;13;1.1;0.9
894;1;0.1;-3.48;0;0;13;1;0;110;13;1.1;0.9
895;1;24.43;8.24;0;7.64;13;1;0;110;13;1.1;0.9
896;1;11.35;2.71;0;0;13;1;0;110;13;1.1;0.9
897;1;2.8;-0.02;0;0;13;1;0;110;13;1.1;0.9
898;1;2.38;-1.47;0;0;13;1;0;110;13;1.1;0.9
899;1;11.61;3.3;0;0;13;1;0;110;13;1.1;0.9
900;1;56.26;19.18;0;0;13;1;0;110;13;1.1;0.9
901;1;23.43;8.08;0;0;13;1;0;110;13;1.1;0.9
902;2;0;0;0;0;13;1;0;20;13;1.1;0.9
903;2;0;0;0;37.34;13;1;0;500;13;1.1;0.9
904;1;0.1;-10.1;0;-62.44;13;1;0;500;13;1.1;0.9
905;1;11.21;4.15;0;2.02;13;1;0;110;13;1.1;0.9
906;1;10.81;3.29;0;0;13;1;0;110;13;1.1;0.9
907;1;19.72;6.82;0;0;13;1;0;110;13;1.1;0.9
908;1;19.62;6.64;0;0;13;1;0;110;13;1.1;0.9
909;1;14.22;4.71;0;0;13;1;0;110;13;1.1;0.9
910;1;65.07;29.01;0;0;13;1;0;110;13;1.1;0.9
911;2;0;0;0;0;13;1;0;20;13;1.1;0.9
912;1;0.1;-1.01;0;0;13;1;0;110;13;1.1;0.9
913;2;0;0;0;0;13;1;0;20;13;1.1;0.9
914;1;35.14;11.63;0;0;13;1;0;110;13;1.1;0.9
915;1;20.12;7.82;0;3.22;13;1;0;110;13;1.1;0.9
916;1;14.52;4.81;0;0;13;1;0;110;13;1.1;0.9
917;1;6.71;1.7;0;3.24;13;1;0;110;13;1.1;0.9
918;1;31.13;10.97;0;3.18;13;1;0;110;13;1.1;0.9
919;1;19.52;5.27;0;0;13;1;0;110;13;1.1;0.9
920;1;7.21;2.39;0;3.09;13;1;0;110;13;1.1;0.9
921;1;17.52;5.76;0;3.15;13;1;0;110;13;1.1;0.9
922;1;3.7;0.77;0;0;13;1;0;110;13;1.1;0.9
923;1;80.09;17.12;0;0;13;1;0;110;13;1.1;0.9
924;2;0;0;0;0;13;1;0;20;13;1.1;0.9
925;1;3.76;0.58;0;0;13;1;0;110;13;1.1;0.9
926;1;25.13;7.54;0;0;13;1;0;110;13;1.1;0.9
927;2;114.8;31.07;0;0;13;1;0;110;13;1.1;0.9
928;1;10.31;3.96;0;4.56;13;1;0;110;13;1.1;0.9
929;1;32.54;10.53;0;11.72;13;1;0;110;13;1.1;0.9
930;1;6.81;1.5;0;0;13;1;0;110;13;1.1;0.9
931;1;11.91;4.27;0;2.45;13;1;0;110;13;1.1;0.9
932;2;0;0;0;0;13;1;0;20;13;1.1;0.9
933;1;16.93;2.42;0;0;13;1;0;110;13;1.1;0.9
934;1;10.81;2.51;0;1.05;13;1;0;110;13;1.1;0.9
935;1;0.1;-4.6;0;0;13;1;0;345;13;1.1;0.9
936;2;0;0;0;0;13;1;0;20;13;1.1;0.9
937;1;18.62;5.87;0;2.82;13;1;0;110;13;1.1;0.9
938;1;11.91;4.24;0;0;13;1;0;110;13;1.1;0.9
939;2;0.21;0;0;-131.65;13;1;0;500;13;1.1;0.9
940;1;43.15;15.04;0;0;13;1;0;110;13;1.1;0.9
941;2;0;0;0;0;13;1;0;20;13;1.1;0.9
942;1;34.44;11.23;0;0;13;1;0;110;13;1.1;0.9
943;2;0;0;0;0;13;1;0;20;13;1.1;0.9
944;1;0.1;-0.17;0;0;13;1;0;110;13;1.1;0.9
945;2;0;0;0;0;13;1;0;20;13;1.1;0.9
946;2;0;0;0;0;13;1;0;20;13;1.1;0.9
947;1;0.1;-1.1;0;0;13;1;0;110;13;1.1;0.9
948;1;35.84;10.79;0;0;13;1;0;110;13;1.1;0.9
949;1;0.11;0.05;0;0;13;1;0;110;13;1.1;0.9
950;1;9.51;2.67;0;0;13;1;0;110;13;1.1;0.9
951;1;13.51;4.74;0;5.32;13;1;0;110;13;1.1;0.9
952;1;0.1;-4.6;0;0;13;1;0;345;13;1.1;0.9
953;1;23.43;8.23;0;0;13;1;0;110;13;1.1;0.9
954;2;668.01;-39.25;0;0;14;1;0;500;14;1.1;0.9
955;2;0.1;-9.41;0;0;14;1;0;500;14;1.1;0.9
956;2;0.1;-3.07;0;0;14;1;0;345;14;1.1;0.9
957;1;-16.84;-61.81;0;0;14;1;0;500;14;1.1;0.9
958;2;0;0;0;0;14;1;0;20;14;1.1;0.9
959;2;0;0;0;0;14;1;0;20;14;1.1;0.9
960;2;0;0;0;0;14;1;0;20;14;1.1;0.9
961;2;0;0;0;0;14;1;0;20;14;1.1;0.9
962;2;0;0;0;0;14;1;0;20;14;1.1;0.9
963;2;0;0;0;0;14;1;0;20;14;1.1;0.9
964;2;0;0;0;0;14;1;0;20;14;1.1;0.9
965;2;0;0;0;0;14;1;0;20;14;1.1;0.9
966;2;0;0;0;0;14;1;0;20;14;1.1;0.9
967;2;0;0;0;0;14;1;0;20;14;1.1;0.9
968;2;0;0;0;0;14;1;0;20;14;1.1;0.9
969;2;0;0;0;0;14;1;0;20;14;1.1;0.9
970;2;0;0;0;0;14;1;0;20;14;1.1;0.9
971;2;0;0;0;0;14;1;0;20;14;1.1;0.9
972;2;0;0;0;0;14;1;0;20;14;1.1;0.9
973;2;0;0;0;0;14;1;0;20;14;1.1;0.9
974;1;0.1;-2.67;0;0;14;1;0;500;14;1.1;0.9
975;1;0.12;-4.42;0;0;14;1;0;345;14;1.1;0.9
976;1;0.1;-15.57;0;0;14;1;0;500;14;1.1;0.9
977;2;0;0;0;0;14;1;0;20;14;1.1;0.9
978;2;0;0;0;0;14;1;0;20;14;1.1;0.9
979;2;0;0;0;0;14;1;0;20;14;1.1;0.9
980;2;0;0;0;0;14;1;0;20;14;1.1;0.9
981;2;0;0;0;0;14;1;0;20;14;1.1;0.9
982;1;0.34;1.2;0;0;14;1;0;345;14;1.1;0.9
983;1;0.1;-15.6;0;0;14;1;0;500;14;1.1;0.9
984;1;0.1;-6.39;0;0;14;1;0;500;14;1.1;0.9
985;2;0;0;0;0;14;1;0;20;14;1.1;0.9
986;2;0.1;-2.69;0;-12.26;14;1;0;345;14;1.1;0.9
987;1;0.12;-0.73;0;0;14;1;0;345;14;1.1;0.9
988;1;0.29;-10.71;0;0;14;1;0;500;14;1.1;0.9
989;1;1363.3;-41.12;0;0;14;1;0;500;14;1.1;0.9
990;1;182.63;90.38;0;0;14;1;0;500;14;1.1;0.9
991;2;0;0;0;0;14;1;0;20;14;1.1;0.9
992;1;12.01;0.2;0;0;14;1;0;345;14;1.1;0.9
993;1;0.12;-4.47;0;0;14;1;0;345;14;1.1;0.9
994;1;0.1;-8.48;0;0;14;1;0;345;14;1.1;0.9
995;1;214.35;21.7;0;0;14;1;0;500;14;1.1;0.9
996;2;0;0;0;0;14;1;0;20;14;1.1;0.9
997;2;0;0;0;0;14;1;0;20;14;1.1;0.9
998;1;0.1;-0.82;0;0;14;1;0;345;14;1.1;0.9
999;1;0.1;-15.28;0;0;14;1;0;500;14;1.1;0.9
1000;2;0.1;-2.57;0;12.97;14;1;0;345;14;1.1;0.9
1001;1;0.1;-8.92;0;0;14;1;0;500;14;1.1;0.9
1002;1;0.7;-4.65;0;0;14;1;0;500;14;1.1;0.9
1003;1;-22.17;-41.23;0;0;14;1;0;500;14;1.1;0.9
1004;2;0;0;0;0;14;1;0;20;14;1.1;0.9
1005;1;0.1;-28.75;0;0;14;1;0;345;14;1.1;0.9
1006;1;0.2;1.37;0;0;14;1;0;345;14;1.1;0.9
1007;1;0.1;-2.77;0;0;14;1;0;345;14;1.1;0.9
1008;1;0.1;-3.24;0;0;14;1;0;345;14;1.1;0.9
1009;3;0.23;-22.63;0;0;14;1;0;500;14;1.1;0.9
1010;2;0;0;0;0;14;1;0;20;14;1.1;0.9
1011;2;0;0;0;0;14;1;0;20;14;1.1;0.9
1012;2;0;0;0;0;14;1;0;20;14;1.1;0.9
1013;1;0.1;-3.21;0;0;14;1;0;345;14;1.1;0.9
1014;2;59;7.42;0;0;14;1;0;500;14;1.1;0.9
1015;1;0.1;-3.08;0;0;14;1;0;345;14;1.1;0.9
1016;2;879.72;-39.4;0;0;14;1;0;500;14;1.1;0.9
1017;1;-22.22;-20.77;0;0;14;1;0;500;14;1.1;0.9
1018;1;0.1;-0.44;0;0;14;1;0;345;14;1.1;0.9
1019;2;128.9;48.33;0;0;15;1;0;500;15;1.1;0.9
1020;1;8.52;15.73;0;0;15;1;0;345;15;1.1;0.9
1021;1;67.3;86.84;0;44.84;15;1;0;345;15;1.1;0.9
1022;2;151.2;67.83;0;17.44;15;1;0;500;15;1.1;0.9
1023;1;0.1;-0.27;0;0;15;1;0;345;15;1.1;0.9
1024;2;0.1;-11.12;0;22.42;15;1;0;500;15;1.1;0.9
1025;1;0.1;-0.98;0;0;15;1;0;500;15;1.1;0.9
1026;2;0.1;-24.6;0;0;15;1;0;500;15;1.1;0.9
1027;1;170.2;44.53;0;-0.42;15;1;0;500;15;1.1;0.9
1028;1;0.1;-14.13;0;0;15;1;0;500;15;1.1;0.9
1029;1;0.1;-14.29;0;0;15;1;0;500;15;1.1;0.9
1030;2;72.1;49.8;0;0;15;1;0;500;15;1.1;0.9
1031;1;0.1;-19.01;0;0;15;1;0;500;15;1.1;0.9
1032;1;0.1;-14.4;0;0;15;1;0;500;15;1.1;0.9
1033;1;142.8;8.97;0;-71.13;15;1;0;345;15;1.1;0.9
1034;2;305.6;154.93;0;53.38;15;1;0;500;15;1.1;0.9
1035;1;1163.78;-537.13;0;0;15;1;0;500;15;1.1;0.9
1036;2;0.1;-10.78;0;0;15;1;0;500;15;1.1;0.9
1037;2;0;0;0;0;15;1;0;20;15;1.1;0.9
1038;1;0.1;-12.22;0;-69.43;15;1;0;500;15;1.1;0.9
1039;1;125.2;28.67;0;8.87;15;1;0;500;15;1.1;0.9
1040;1;0.1;-1.14;0;0;15;1;0;500;15;1.1;0.9
1041;1;0.1;-21.82;0;0;15;1;0;500;15;1.1;0.9
1042;1;0.1;-16.34;0;0;15;1;0;500;15;1.1;0.9
1043;1;114.8;97.25;0;-81;15;1;0;500;15;1.1;0.9
1044;2;165.3;75.73;0;110.53;15;1;0;500;15;1.1;0.9
1045;2;125.2;54.02;0;0;15;1;0;500;15;1.1;0.9
1046;2;128;57.95;0;0;15;1;0;500;15;1.1;0.9
1047;2;0.1;-20.86;0;0;15;1;0;500;15;1.1;0.9
1048;2;0.1;-18.8;0;0;15;1;0;500;15;1.1;0.9
1049;1;1451.1;-557.67;0;0;15;1;0;500;15;1.1;0.9
1050;2;0.1;-14.69;0;-55.47;15;1;0;500;15;1.1;0.9
1051;2;121.6;39.3;0;13.56;15;1;0;345;15;1.1;0.9
1052;2;169;48.34;0;-37.65;15;1;0;500;15;1.1;0.9
1053;1;236.2;42.22;0;15.84;15;1;0;345;15;1.1;0.9
1054;2;127.3;83.7;0;19.56;15;1;0;500;15;1.1;0.9
1055;2;154.94;12.14;0;0;15;1;0;345;15;1.1;0.9
1056;1;0.1;-17.79;0;0;15;1;0;500;15;1.1;0.9
1057;2;222.6;32.41;0;121.22;15;1;0;500;15;1.1;0.9
1058;2;0;0;0;0;15;1;0;20;15;1.1;0.9
1059;2;0;0;0;0;15;1;0;20;15;1.1;0.9
1060;2;115.2;24.61;0;0;15;1;0;500;15;1.1;0.9
1061;1;0.1;-27.42;0;-96.09;15;1;0;500;15;1.1;0.9
1062;2;0;0;0;0;15;1;0;20;15;1.1;0.9
1063;1;0.1;-21.6;0;0;15;1;0;500;15;1.1;0.9
1064;2;0.1;-17.3;0;0;15;1;0;500;15;1.1;0.9
1065;2;126.3;54.23;0;0;15;1;0;500;15;1.1;0.9
1066;1;0.1;-16.23;0;-4.81;15;1;0;345;15;1.1;0.9
1067;2;53.36;21.31;0;0;15;1;0;500;15;1.1;0.9
1068;1;0.1;-5.88;0;0;15;1;0;500;15;1.1;0.9
1069;2;0.1;-17.63;0;0;15;1;0;500;15;1.1;0.9
1070;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1071;1;7.71;13.11;0;4.18;16;1;0;138;16;1.1;0.9
1072;1;21.02;11.83;0;6.42;16;1;0;138;16;1.1;0.9
1073;1;18.5;3.69;0;4.26;16;1;0;138;16;1.1;0.9
1074;1;0;0;0;0.02;16;1;0;138;16;1.1;0.9
1075;1;0.1;-29.29;0;0;16;1;0;138;16;1.1;0.9
1076;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1077;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1078;1;0.1;-0.4;0;0;16;1;0;138;16;1.1;0.9
1079;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1080;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1081;1;47.94;22.68;0;0;16;1;0;138;16;1.1;0.9
1082;2;-15.8;-10.4;0;0;16;1;0;138;16;1.1;0.9
1083;1;-15.92;4.9;0;0;16;1;0;138;16;1.1;0.9
1084;1;69.38;39.78;0;19.14;16;1;0;138;16;1.1;0.9
1085;2;27.05;7.96;0;0;16;1;0;138;16;1.1;0.9
1086;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1087;1;0.1;-21.27;0;0;16;1;0;138;16;1.1;0.9
1088;1;24.13;11.14;0;0;16;1;0;138;16;1.1;0.9
1089;1;0.1;-0.68;0;2.2;16;1;0;138;16;1.1;0.9
1090;1;0.1;-0.5;0;0;16;1;0;138;16;1.1;0.9
1091;1;0.1;-1.78;0;6.93;16;1;0;138;16;1.1;0.9
1092;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1093;1;22.02;13.26;0;5.97;16;1;0;138;16;1.1;0.9
1094;1;0.1;-0.74;0;0;16;1;0;138;16;1.1;0.9
1095;2;0;0;0;0;16;1;0;20;16;1.1;0.9
1096;1;0.1;-0.01;0;0;16;1;0;138;16;1.1;0.9
1097;1;24.93;9.92;0;6.24;16;1;0;138;16;1.1;0.9
1098;1;5.77;0.96;0;0;16;1;0;138;16;1.1;0.9
1099;1;0.1;-29.91;0;0;16;1;0;138;16;1.1;0.9
1100;1;0.1;-4.87;0;0;16;1;0;138;16;1.1;0.9
1101;1;0.1;-0.74;0;1.05;16;1;0;138;16;1.1;0.9
1102;1;0;0;0;0.02;16;1;0;138;16;1.1;0.9
1103;1;0.1;-5.45;0;0;16;1;0;138;16;1.1;0.9
1104;1;2.2;-3.95;0;0;16;1;0;138;16;1.1;0.9
1105;1;18.52;7.09;0;8.15;16;1;0;138;16;1.1;0.9
1106;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1107;1;29.03;17.98;0;3.66;16;1;0;138;16;1.1;0.9
1108;1;0.1;-1.43;0;0;16;1;0;138;16;1.1;0.9
1109;1;0.1;-0.5;0;0;16;1;0;138;16;1.1;0.9
1110;1;0.1;-0.87;0;2.04;16;1;0;138;16;1.1;0.9
1111;1;8.71;4.56;0;4.24;16;1;0;138;16;1.1;0.9
1112;1;-0.57;-3.27;0;0;16;1;0;138;16;1.1;0.9
1113;1;0.1;-0.23;0;0;16;1;0;138;16;1.1;0.9
1114;1;0.1;-0.33;0;0;16;1;0;138;16;1.1;0.9
1115;1;0.1;-0.64;0;0;16;1;0;138;16;1.1;0.9
1116;1;12.61;7.8;0;1.07;16;1;0;138;16;1.1;0.9
1117;1;35.94;20.67;0;9.96;16;1;0;138;16;1.1;0.9
1118;2;0;0;0;0;16;1;0;20;16;1.1;0.9
1119;1;0.1;-2.37;0;0;16;1;0;138;16;1.1;0.9
1120;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1121;1;0.1;-0.73;0;0;16;1;0;138;16;1.1;0.9
1122;1;26.82;21.31;0;10.65;16;1;0;138;16;1.1;0.9
1123;1;0.1;-0.15;0;0;16;1;0;138;16;1.1;0.9
1124;1;0.1;-1.55;0;0;16;1;0;138;16;1.1;0.9
1125;1;0;0;0;0.02;16;1;0;138;16;1.1;0.9
1126;1;0.1;-1.28;0;0;16;1;0;138;16;1.1;0.9
1127;1;13.72;8.44;0;0;16;1;0;138;16;1.1;0.9
1128;1;0;0;0;0;16;1;0;138;16;1.1;0.9
1129;1;0.1;-13.49;0;1.86;16;1;0;138;16;1.1;0.9
1130;1;-16.42;4.73;0;0;16;1;0;138;16;1.1;0.9
1131;1;0.1;-13;0;0;16;1;0;138;16;1.1;0.9
1132;1;0.1;-25.67;0;12.84;16;1;0;138;16;1.1;0.9
1133;1;20.02;12.37;0;4.02;16;1;0;138;16;1.1;0.9
1134;1;-0.57;-1;0;0;16;1;0;138;16;1.1;0.9
1135;1;-0.57;-4.29;0;0;16;1;0;138;16;1.1;0.9
1136;1;0.1;-1.77;0;0;16;1;0;138;16;1.1;0.9
1137;1;-28.33;9.24;0;2.7;16;1;0;138;16;1.1;0.9
1138;1;11.5;4.37;0;0;16;1;0;138;16;1.1;0.9
1139;2;0;0;0;0;16;1;0;20;16;1.1;0.9
1140;1;0.1;-5.17;0;0.75;17;1;0;138;17;1.1;0.9
1141;2;372.8;119.77;0;140.55;17;1;0;138;17;1.1;0.9
1142;1;230.5;33.33;0;28.92;17;1;0;138;17;1.1;0.9
1143;1;-0.2;-1;0;0;17;1;0;138;17;1.1;0.9
1144;1;30.53;11.61;0;6.81;17;1;0;138;17;1.1;0.9
1145;1;-0.2;-1;0;0;17;1;0;138;17;1.1;0.9
1146;2;21.22;-10.8;0;0;17;1;0;138;17;1.1;0.9
1147;1;47.75;14.38;0;13.47;17;1;0;138;17;1.1;0.9
1148;1;0.1;-2.24;0;0;17;1;0;138;17;1.1;0.9
1149;1;34.14;13.5;0;4.5;17;1;0;138;17;1.1;0.9
1150;2;0;0;0;0;17;1;0;138;17;1.1;0.9
1151;1;110.6;37.12;0;30.55;17;1;0;138;17;1.1;0.9
1152;1;118.6;40.92;0;35.75;17;1;0;138;17;1.1;0.9
1153;2;168.5;49.46;0;3.34;17;1;0;138;17;1.1;0.9
1154;1;-0.2;-1;0;0;17;1;0;138;17;1.1;0.9
1155;1;0.1;-25;0;0;17;1;0;138;17;1.1;0.9
1156;1;-0.2;-0.83;0;0;17;1;0;138;17;1.1;0.9
1157;2;127.6;-12.13;0;9.52;17;1;0;138;17;1.1;0.9
1158;2;0;0;0;0;17;1;0;138;17;1.1;0.9
1159;1;59.07;1.52;0;3.39;17;1;0;138;17;1.1;0.9
1160;1;-0.19;-1;0;0;17;1;0;138;17;1.1;0.9
1161;1;0.1;-2.24;0;3.21;17;1;0;138;17;1.1;0.9
1162;1;-0.2;-1;0;0;17;1;0;138;17;1.1;0.9
1163;1;15.37;6.47;0;0;18;1;0;115;18;1.1;0.9
1164;1;25.52;17.89;0;0;18;1;0;115;18;1.1;0.9
1165;1;8.82;2.5;0;0;18;1;0;35;18;1.1;0.9
1166;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1167;1;0.49;-1.27;0;0;18;1;0;13;18;1.1;0.9
1168;2;0;0;0;0;18;1;0;14;18;1.1;0.9
1169;1;6.8;3.89;0;0;18;1;0;115;18;1.1;0.9
1170;1;2.12;0.36;0;0;18;1;0;13;18;1.1;0.9
1171;1;13.1;2.57;0;0;18;1;0;35;18;1.1;0.9
1172;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1173;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1174;1;9.74;6.4;0;0;18;1;0;35;18;1.1;0.9
1175;1;8.08;2.22;0;0;18;1;0;13;18;1.1;0.9
1176;2;0;0;0;0;18;1;0;14;18;1.1;0.9
1177;1;12.99;3.35;0;0;18;1;0;35;18;1.1;0.9
1178;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1179;1;0;0;0;51;18;1;0;115;18;1.1;0.9
1180;1;0;0;0;0;18;1;0;230;18;1.1;0.9
1181;1;0;0;0;0;18;1;0;230;18;1.1;0.9
1182;1;12.71;-4.04;0;0;18;1;0;13;18;1.1;0.9
1183;1;7.89;-1.06;0;0;18;1;0;115;18;1.1;0.9
1184;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1185;2;0;0;0;0;18;1;0;115;18;1.1;0.9
1186;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1187;2;0;0;0;0;18;1;0;14;18;1.1;0.9
1188;1;-0.1;0.41;0;0;18;1;0;13;18;1.1;0.9
1189;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1190;1;24.21;2.88;0;-10;18;1;0;35;18;1.1;0.9
1191;1;7.99;3.64;0;0;18;1;0;13;18;1.1;0.9
1192;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1193;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1194;1;6.97;1.17;0;0;18;1;0;115;18;1.1;0.9
1195;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1196;1;9.76;8.02;0;0;18;1;0;35;18;1.1;0.9
1197;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1198;1;0;0;0;-4.57;18;1;0;230;18;1.1;0.9
1199;1;-8.15;-3.24;0;0;18;1;0;230;18;1.1;0.9
1200;1;0;0;0;0;18;1;0;230;18;1.1;0.9
1201;1;17.34;6.98;0;0;18;1;0;35;18;1.1;0.9
1202;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1203;1;0;0;0;0;18;1;0;230;18;1.1;0.9
1204;2;0;0;0;0;18;1;0;14;18;1.1;0.9
1205;2;2;0.45;0;0;18;1;0;115;18;1.1;0.9
1206;1;8.82;7.24;0;0;18;1;0;115;18;1.1;0.9
1207;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1208;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1209;2;10.51;-1.49;0;0;18;1;0;115;18;1.1;0.9
1210;1;19.31;0.41;0;0;18;1;0;13;18;1.1;0.9
1211;1;9.76;8.02;0;0;18;1;0;35;18;1.1;0.9
1212;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1213;1;5;3;0;0;18;1;0;13;18;1.1;0.9
1214;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1215;1;6.98;0.54;0;0;18;1;0;115;18;1.1;0.9
1216;1;14.27;-1.08;0;-10;18;1;0;35;18;1.1;0.9
1217;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1218;1;6.26;5.79;0;0;18;1;0;35;18;1.1;0.9
1219;1;7.17;-0.27;0;0;18;1;0;115;18;1.1;0.9
1220;1;10.11;10.95;0;24;18;1;0;115;18;1.1;0.9
1221;2;8.91;5.26;0;0;18;1;0;35;18;1.1;0.9
1222;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1223;1;3.75;-0.46;0;0;18;1;0;13;18;1.1;0.9
1224;1;7.79;-0.27;0;0;18;1;0;115;18;1.1;0.9
1225;1;29.52;0.09;0;0;18;1;0;230;18;1.1;0.9
1226;1;8.47;7.51;0;0;18;1;0;35;18;1.1;0.9
1227;2;0.91;0.59;0;0;18;1;0;14;18;1.1;0.9
1228;1;0;0;0;0;18;1;0;230;18;1.1;0.9
1229;1;0;0;0;25;18;1;0;115;18;1.1;0.9
1230;1;7.03;-0.26;0;0;18;1;0;115;18;1.1;0.9
1231;1;0;0;0;0;18;1;0;230;18;1.1;0.9
1232;1;5.54;-3.47;0;0;18;1;0;35;18;1.1;0.9
1233;2;11.24;-3.5;0;0;18;1;0;115;18;1.1;0.9
1234;1;5.35;0.35;0;0;18;1;0;115;18;1.1;0.9
1235;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1236;1;6.64;4.76;0;25;18;1;0;115;18;1.1;0.9
1237;1;2.98;-2.42;0;0;18;1;0;13;18;1.1;0.9
1238;1;5.34;-0.27;0;0;18;1;0;115;18;1.1;0.9
1239;1;23.43;0.42;0;0;18;1;0;35;18;1.1;0.9
1240;1;13.95;3.44;0;0;18;1;0;35;18;1.1;0.9
1241;1;0;0;0;0;18;1;0;230;18;1.1;0.9
1242;2;0.9;0.54;0;0;18;1;0;14;18;1.1;0.9
1243;1;30.84;22.08;0;0;18;1;0;115;18;1.1;0.9
1244;1;6.98;0.54;0;0;18;1;0;115;18;1.1;0.9
1245;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1246;1;8.66;0.55;0;0;18;1;0;115;18;1.1;0.9
1247;1;13.67;3.83;0;0;18;1;0;115;18;1.1;0.9
1248;2;0;0;0;0;18;1;0;230;18;1.1;0.9
