fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
1352;1353;0.00077;0.00371;0;167.6;201.12;301.68;0;0;1;-30;30
1353;1372;0.0001;0.01;0;578.71;694.45;868.06;0;0;1;-30;30
1361;1372;0.02859;0.52833;0;50;60;90;0;0;1;-30;30
1378;1361;0.00125;0.1;0;114.36;137.23;205.84;1;0;1;-30;30
1393;1361;0.00125;0.1;0;135.91;163.09;244.63;1;0;1;-30;30
1361;1397;0.001;0.30953;0;50;60;90;0;0;1;-30;30
1361;1402;0.08548;0.81006;0;50;60;90;0;0;1;-30;30
1361;1402;0.00102;0.0057;0;151.63;181.95;227.44;0;0;1;-30;30
1361;1407;0.10481;0.75645;0;50;60;90;0;0;1;-30;30
1362;1364;0.47082;2.5003;0;50;60;90;0;0;1;-30;30
1362;1368;0.00099;0.00946;0;1569.29;1883.15;2824.73;0;0;1;-30;30
1362;1374;2.3193;5.3785;0;50;60;90;0;0;1;-30;30
1362;1380;0.04427;0.49316;0;73.05;87.66;109.57;0;0;1;-30;30
1362;1388;0.001;0.20909;0;137.11;164.53;205.66;0;0;1;-30;30
1362;1390;0.00062;0.00513;0;1522;1826.39;2739.59;0;0;1;-30;30
1362;1391;1.3839;4.6757;0;50;60;90;0;0;1;-30;30
1362;1392;2.7622;4.8091;0;50;60;90;0;0;1;-30;30
1362;1394;0.00125;0.1;0;262.01;314.41;393.01;1;0;1;-30;30
1362;1406;24.695999;23.437;0;50;60;90;0;0;1;-30;30
1362;1408;0.05862;0.78193;0;46.44;55.73;69.67;0;0;1;-30;30
1363;1383;0.00142;0.01435;0;1114.1;1336.91;2005.37;0;0;1;-30;30
1364;1368;0.00057;0.00402;0;1572.19;1886.62;2829.94;0;0;1;-30;30
1364;1374;0.03034;0.81482;0;73.35;88.03;110.03;0;0;1;-30;30
1364;1380;1.8997;5.6724;0;50;60;90;0;0;1;-30;30
1364;1388;0.46058;2.3151;0;50;60;90;0;0;1;-30;30
1364;1391;0.1131;0.93698;0;61.69;74.03;92.53;0;0;1;-30;30
1364;1392;0.05633;0.5874;0;83.27;99.93;124.91;0;0;1;-30;30
1364;1394;0.00125;0.1;0;521.32;625.58;781.97;1;0;1;-30;30
1364;1406;1.2371;3.354;0;50;60;90;0;0;1;-30;30
1364;1408;0.00646;0.47341;0;73.32;87.99;109.99;0;0;1;-30;30
1365;1391;0.00022;0.00171;0;328.36;394.03;492.54;0;0;1;-30;30
1365;1400;0.0005;0.00382;0;326.12;391.35;489.18;0;0;1;-30;30
1366;1370;6.00E-05;0.00065;0;309.8;371.77;464.71;0;0;1;-30;30
1367;1374;0.00039;0.00344;0;956.18;1147.41;1721.12;0;0;1;-30;30
1369;1380;0.14919;0.96898;0;18.24;21.89;32.83;0;0;1;-30;30
1369;1382;0.0005;0.00403;0;348.5;418.2;627.3;0;0;1;-30;30
1369;1383;0.83857;2.3722;0;50;60;90;0;0;1;-30;30
1369;1386;0.00047;0.00384;0;542.08;650.5;975.75;0;0;1;-30;30
1369;1387;0.02232;0.34692;0;21.13;25.35;31.69;0;0;1;-30;30
1369;1390;0.15909;0.88096;0;19.97;23.96;35.94;0;0;1;-30;30
1369;1393;0.07819;0.50984;0;50;60;90;0;0;1;-30;30
1369;1406;5.6549;7.59;0;50;60;90;0;0;1;-30;30
1370;1380;0.00034;0.00341;0;1096.71;1316.05;1974.08;0;0;1;-30;30
1370;1391;0.00043;0.00419;0;1053.06;1263.67;1895.51;0;0;1;-30;30
1371;1377;0.00021;0.00179;0;875.32;1050.39;1575.58;0;0;1;-30;30
1371;1379;0.00043;0.00418;0;1009.8;1211.76;1817.64;0;0;1;-30;30
1371;1381;0.0002;0.00192;0;269.54;323.44;404.31;0;0;1;-30;30
1372;1376;0.00168;0.00716;0;74.78;89.74;112.17;0;0;1;-30;30
1378;1372;0.00125;0.1;0;112.21;134.65;201.97;1;0;1;-30;30
1393;1372;0.00125;0.1;0;133.65;160.38;240.56;1;0;1;-30;30
1372;1397;0.02601;0.66552;0;50;60;90;0;0;1;-30;30
1372;1402;0.09454;0.89508;0;50;60;90;0;0;1;-30;30
1372;1402;0.00173;0.00731;0;194.4;233.28;291.6;0;0;1;-30;30
1372;1407;0.10667;0.82118;0;50;60;90;0;0;1;-30;30
1372;1407;0.0017;0.00747;0;115.2;138.24;172.8;0;0;1;-30;30
1373;1378;0.00102;0.00911;0;779.29;935.15;1402.72;0;0;1;-30;30
1374;1377;0.0009;0.0069;0;882.91;1059.49;1589.24;0;0;1;-30;30
1374;1380;6.5911;12.32;0;50;60;90;0;0;1;-30;30
1374;1388;2.3647;5.2688;0;50;60;90;0;0;1;-30;30
1374;1391;0.02292;0.4694;0;15.53;18.64;27.96;0;0;1;-30;30
1374;1392;0.52796;1.8901;0;50;60;90;0;0;1;-30;30
1374;1394;0.00125;0.1;0;96.34;115.61;144.51;1;0;1;-30;30
1374;1406;6.435;8.856;0;50;60;90;0;0;1;-30;30
1374;1408;0.22517;1.343;0;50;60;90;0;0;1;-30;30
1375;1406;0.00076;0.00797;0;625.41;750.49;1125.73;0;0;1;-30;30
1375;2723;0.0001;0.01;0;316.86;380.23;475.29;0;0;1;-30;30
1376;1397;0.00112;0.00495;0;74.45;89.34;111.68;0;0;1;-30;30
1378;1387;0.00031;0.00216;0;371.27;445.52;556.9;0;0;1;-30;30
1378;1390;0.00133;0.01275;0;1739.73;2087.68;3131.51;0;0;1;-30;30
1378;1393;0.001;0.21523;0;50;60;90;0;0;1;-30;30
1378;1397;0.00125;0.1;0;114.43;137.31;205.97;1;0;1;-30;30
1378;1402;0.00125;0.1;0;109.05;130.86;196.29;1;0;1;-30;30
1378;1407;0.00125;0.1;0;109.38;131.25;196.88;1;0;1;-30;30
1379;1384;8.00E-05;0.00061;0;69.01;82.81;124.21;0;0;1;-30;30
1379;1390;0.00037;0.00335;0;1046.78;1256.13;1884.2;0;0;1;-30;30
1380;1383;0.10747;0.83054;0;15.71;18.86;28.28;0;0;1;-30;30
1380;1387;0.19957;1.1759;0;18.76;22.51;33.77;0;0;1;-30;30
1380;1388;0.00063;0.00502;0;1312.42;1574.91;2362.36;0;0;1;-30;30
1380;1388;0.04335;0.50265;0;50;60;90;0;0;1;-30;30
1380;1390;0.001;0.22934;0;50;60;90;0;0;1;-30;30
1380;1390;0;0.0002;0;824.87;989.84;1237.3;0;0;1;-30;30
1380;1391;5.3911;9.2292;0;50;60;90;0;0;1;-30;30
1380;1392;7.5083;11.995;0;50;60;90;0;0;1;-30;30
1380;1393;0.00151;0.0125;0;1576.97;1892.37;2838.55;0;0;1;-30;30
1380;1393;0.08986;0.93116;0;21.22;25.47;38.2;0;0;1;-30;30
1380;1394;0.00125;0.1;0;154.11;184.93;277.4;1;0;1;-30;30
1380;1406;0.00091;0.00644;0;560.37;672.45;1008.67;0;0;1;-30;30
1380;1406;1.2182;2.6971;0;50;60;90;0;0;1;-30;30
1380;1406;57.053001;52.937;0;50;60;90;0;0;1;-30;30
1380;1408;0.37285;1.9161;0;50;60;90;0;0;1;-30;30
1381;1400;0.0005;0.00383;0;274.13;328.95;411.19;0;0;1;-30;30
1382;1393;0.00025;0.00236;0;344.26;413.11;619.67;0;0;1;-30;30
1383;1387;0.85817;1.8669;0;50;60;90;0;0;1;-30;30
1383;1390;0.11009;0.78594;0;16.82;20.18;30.27;0;0;1;-30;30
1383;1393;0.41361;1.6668;0;50;60;90;0;0;1;-30;30
1383;1401;0.00139;0.01463;0;1071.37;1285.64;1928.46;0;0;1;-30;30
1383;1405;0.0009;0.0069;0;1148.47;1378.16;2067.25;0;0;1;-30;30
1383;1406;0.03562;0.27251;0;35.44;42.53;63.8;0;0;1;-30;30
1383;1410;0.00092;0.00675;0;1174.26;1409.11;2113.66;0;0;1;-30;30
1384;1399;0.00125;0.1;0;70.51;84.61;126.91;1.01;0;1;-30;30
1385;1392;0.00051;0.00517;0;494.86;593.84;742.3;0;0;1;-30;30
1385;1408;0.00081;0.00793;0;1490.36;1788.43;2682.64;0;0;1;-30;30
1385;1409;6.00E-05;0.00057;0;1341.82;1610.18;2415.27;0;0;1;-30;30
1386;1395;0.00053;0.00407;0;544.1;652.92;979.37;0;0;1;-30;30
1387;1390;0.20839;1.0896;0;20.48;24.58;36.86;0;0;1;-30;30
1387;1393;0.001;0.27453;0;50;60;90;0;0;1;-30;30
1387;1404;0.00055;0.00435;0;261.49;313.78;392.23;0;0;1;-30;30
1387;1406;4.4313;8.1364;0;50;60;90;0;0;1;-30;30
1388;1391;1.3538;4.3294;0;50;60;90;0;0;1;-30;30
1388;1392;2.8143;4.7068;0;50;60;90;0;0;1;-30;30
1388;1394;0.00125;0.1;0;88.36;106.04;159.05;1;0;1;-30;30
1388;1406;25.153;22.927;0;50;60;90;0;0;1;-30;30
1388;1408;0.0574;0.79695;0;56.63;67.95;84.94;0;0;1;-30;30
1388;1409;0.00032;0.00223;0;1339.98;1607.97;2411.96;0;0;1;-30;30
1389;1391;0.00021;0.00175;0;874.03;1048.83;1573.25;0;0;1;-30;30
1390;1393;0.08106;0.89764;0;22.02;26.43;39.64;0;0;1;-30;30
1390;1406;1.067;3.006;0;50;60;90;0;0;1;-30;30
1390;1406;0.0009;0.00658;0;547.84;657.41;986.12;0;0;1;-30;30
1391;1392;0.92403;2.0901;0;50;60;90;0;0;1;-30;30
1391;1394;0.00125;0.1;0;74.19;89.02;133.54;1;0;1;-30;30
1391;1406;7.5755;11.776;0;50;60;90;0;0;1;-30;30
1391;1408;0.12489;1.0063;0;42.92;51.51;64.38;0;0;1;-30;30
1392;1394;0.00125;0.1;0;189.64;227.57;284.46;1;0;1;-30;30
1392;1406;0.0599;0.31311;0;85.82;102.99;128.73;0;0;1;-30;30
1392;1408;0.33311;1.1786;0;50;60;90;0;0;1;-30;30
1393;1397;0.00125;0.1;0;135.79;162.95;244.42;1;0;1;-30;30
1393;1398;0.00094;0.00901;0;897.86;1077.43;1616.15;0;0;1;-30;30
1393;1402;0.00125;0.1;0;130.46;156.55;234.83;1;0;1;-30;30
1393;1406;3.3591;5.2538;0;50;60;90;0;0;1;-30;30
1393;1407;0.00125;0.1;0;130.72;156.86;235.3;1;0;1;-30;30
1406;1394;0.00125;0.1;0;192.54;231.05;346.57;1;0;1;-30;30
1408;1394;0.00125;0.1;0;383.43;460.12;575.15;1;0;1;-30;30
1396;1400;0.001;0.41397;0;50;60;90;0;0;1;-30;30
1396;1400;0;0.0002;0;323.14;387.76;581.65;0;0;1;-30;30
1397;1402;0.09563;0.92138;0;50;60;90;0;0;1;-30;30
1397;1407;0.0977;0.93525;0;50;60;90;0;0;1;-30;30
1397;1407;0.00104;0.0056;0;88.72;106.46;159.69;0;0;1;-30;30
1402;1407;0.001;0.36492;0;50;60;90;0;0;1;-30;30
1403;1406;0.00078;0.00782;0;609.62;731.54;1097.31;0;0;1;-30;30
1405;1406;0.0002;0.00149;0;1149.94;1379.93;2069.89;0;0;1;-30;30
1406;1408;3.4295;6.9411;0;50;60;90;0;0;1;-30;30
1406;1410;0.0002;0.00145;0;1172.86;1407.43;2111.14;0;0;1;-30;30
1411;1412;0.0002;0.02045;0;322.77;387.32;580.98;1.01;0;1;-30;30
1411;1413;0.00022;0.02026;0;322.81;387.37;581.06;1.01;0;1;-30;30
1411;1434;0.00062;0.00602;0.1895;782.6;939.12;1173.9;0;0;1;-30;30
1437;1411;0.00112;0.09472;0;151.79;182.15;227.69;0.9939;0;1;-30;30
1437;1411;0.00112;0.09347;0;151.78;182.13;227.67;0.994;0;1;-30;30
1411;2522;0.0001;0.01;0;345.9;415.07;518.84;0;0;1;-30;30
1414;1415;0.0182;0.04072;0.00912;149.43;179.31;224.14;0;0;1;-30;30
1414;1416;0.00466;0.01037;0.00235;131.21;157.45;196.81;0;0;1;-30;30
1414;1417;0.04613;0.10275;0.02329;49.95;59.94;74.93;0;0;1;-30;30
1415;1418;0;1.00E-05;0;268.88;322.66;403.32;0;0;1;-30;30
1415;1419;0.013;0.02896;0.00656;139.54;167.45;209.31;0;0;1;-30;30
1415;1449;0.01;0.1;0;25.14;30.16;37.7;0.99;0;1;-30;30
1415;1449;0.01;0.1;0;25.14;30.16;37.7;0.99;0;1;-30;30
1416;1419;0.00978;0.02179;0.00494;74.01;88.81;133.21;0;0;1;-30;30
1416;1461;0.01;0.1;0;58.12;69.74;87.18;0.99;0;1;-30;30
1416;1461;0.01;0.1;0;58.12;69.74;87.18;0.99;0;1;-30;30
1417;1424;0.00184;0.01469;0.00534;93.64;112.36;168.55;0;0;1;-30;30
1417;1426;0.00184;0.01469;0.00534;92.95;111.55;167.32;0;0;1;-30;30
1417;1427;0.00544;0.02682;0.00683;79.49;95.39;119.24;0;0;1;-30;30
1417;1428;0.00544;0.02682;0.00683;79.49;95.39;119.24;0;0;1;-30;30
1417;1429;0.00166;0.00816;0.00208;104.64;125.57;156.96;0;0;1;-30;30
1417;1431;0.00166;0.00816;0.00208;104.64;125.57;156.96;0;0;1;-30;30
1417;1446;0;0.0001;0;400.7;480.85;601.06;0;0;1;-30;30
1417;2670;0.0001;0.01;0;133.3;159.96;199.95;0;0;1;-30;30
1418;2750;0.0001;0.01;0;205.13;246.16;307.69;0;0;1;-30;30
1420;1421;0.00057;0.00466;0.00726;204.89;245.86;307.33;0;0;1;-30;30
1420;2579;0.0001;0.01;0;185.05;222.06;277.58;0;0;1;-30;30
1421;1425;0.00762;0.0146;0.07938;172.26;206.71;258.39;0;0;1;-30;30
1421;1426;0.00149;0.01194;0.02405;110.55;132.66;165.82;0;0;1;-30;30
1421;1450;0.01;0.1;0;51.71;62.05;77.56;0.99;0;1;-30;30
1421;1450;0.01;0.1;0;51.71;62.05;77.56;0.99;0;1;-30;30
1422;1423;0.00152;0.00239;0.06934;63.16;75.8;113.69;0;0;1;-30;30
1422;1424;0.00092;0.00746;0.01162;62.97;75.57;113.35;0;0;1;-30;30
1423;1433;0.0024;0.00275;0.062;34.61;41.53;62.29;0;0;1;-30;30
1423;1454;0.01;0.1;0;29.7;35.64;53.46;0.99;0;1;-30;30
1424;1444;0.00047;0.0038;0.00138;56.86;68.23;85.29;0;0;1;-30;30
1426;1445;0.00047;0.0038;0.00138;111.93;134.32;167.9;0;0;1;-30;30
1427;1451;0.01;0.1;0;43.02;51.63;64.54;0.99;0;1;-30;30
1427;1452;0.01;0.1;0;37.97;45.56;56.95;0.99;0;1;-30;30
1428;1451;0.01;0.1;0;43.02;51.63;64.54;0.99;0;1;-30;30
1428;1452;0.01;0.1;0;37.97;45.56;56.95;0.99;0;1;-30;30
1429;1430;0.0012;0.00559;0.00684;60.24;72.29;90.36;0;0;1;-30;30
1429;1453;0.01;0.1;0;49.29;59.15;73.94;0.99;0;1;-30;30
1430;1456;0.01;0.1;0;60.17;72.21;90.26;0.99;0;1;-30;30
1431;1432;0.00121;0.00561;0.0073;60.24;72.29;90.36;0;0;1;-30;30
1431;1453;0.01;0.1;0;49.3;59.17;73.96;0.99;0;1;-30;30
1432;1456;0.01;0.1;0;60.17;72.21;90.26;0.99;0;1;-30;30
1446;1434;0.00112;0.09389;0;414.56;497.47;621.84;1.01;0;1;-30;30
1434;2513;0.0001;0.01;0;375.15;450.18;562.73;0;0;1;-30;30
1435;1436;0.00624;0.02926;0.07806;65.54;78.65;98.31;0;0;1;-30;30
1435;1437;3.00E-05;0.00016;0.00396;69;82.8;103.49;0;0;1;-30;30
1435;1455;0.01;0.1;0;26.35;31.62;39.53;0.9977;0;1;-30;30
1436;1443;0.00736;0.03039;0.00743;260;312;390;0;0;1;-30;30
1436;1457;0.01;0.1;0;48.4;58.08;72.6;0.99;0;1;-30;30
1437;1438;3.00E-05;0.00016;0.00264;101.63;121.96;152.45;0;0;1;-30;30
1437;1440;0.00052;0.00365;0.1294;118.67;142.4;178;0;0;1;-30;30
1438;1439;0.00459;0.0211;0.07598;98.14;117.77;147.21;0;0;1;-30;30
1438;1455;0.01;0.1;0;18.41;22.1;27.62;0.9977;0;1;-30;30
1439;1447;0.01;0.1;0;50.7;60.84;76.04;1.005;0;1;-30;30
1439;1448;0.01;0.1;0;47.56;57.07;71.34;0.99;0;1;-30;30
1439;1460;0.01;0.1;0;260;312;390;1.01;0;1;-30;30
1440;1441;0.00533;0.02629;0.0067;47.73;57.28;71.6;0;0;1;-30;30
1440;1442;0.00368;0.01813;0.00462;98.14;117.77;147.21;0;0;1;-30;30
1441;1443;0.00736;0.03039;0.00743;260;312;390;0;0;1;-30;30
1441;1457;0.01;0.1;0;48.4;58.08;72.6;0.99;0;1;-30;30
1442;1447;0.01;0.1;0;50.66;60.8;76;1.0066;0;1;-30;30
1442;1448;0.01;0.1;0;47.58;57.09;71.37;0.9914;0;1;-30;30
1442;1459;0.01;0.1;0;260;312;390;1.01;0;1;-30;30
1444;1458;0.01;0.1;0;56.93;68.31;85.39;0.99;0;1;-30;30
1445;1458;0.01;0.1;0;111.89;134.26;167.83;0.99;0;1;-30;30
1447;1448;0.3662;0.60425;0;260;312;390;0;0;1;-30;30
1462;1465;0.00318;0.0053;0;78.84;94.61;141.91;0;0;1;-30;30
1462;1465;0.00357;0.00468;0;82.79;99.35;149.02;0;0;1;-30;30
1462;2161;0.0001;0.01;0;214.6;257.52;321.9;0;0;1;-30;30
1463;1470;0.00414;0.0181;0;50;60;90;0;0;1;-30;30
1464;1469;0.00245;0.00687;0;154.37;185.24;277.87;0;0;1;-30;30
1464;1471;0.00213;0.00703;0;153.64;184.37;276.55;0;0;1;-30;30
1465;1468;0;0.00028;0;163.41;196.09;294.14;0;0;1;-30;30
1466;1468;0;0.00028;0;206.65;247.98;371.97;0;0;1;-30;30
1466;1865;0.0001;0.01;0;153.65;184.38;230.48;0;0;1;-30;30
1467;1470;0.01508;0.00585;0;38.27;45.93;68.89;0;0;1;-30;30
1467;1472;0.00083;0.00281;0;80.99;97.18;145.77;0;0;1;-30;30
1468;1471;0.00887;0.03439;0;223.39;268.07;402.11;0;0;1;-30;30
1468;1475;0;0.00022;0;50;60;90;0;0;1;-30;30
1469;1474;0;0.00028;0;50;60;90;0;0;1;-30;30
1471;1472;0.00605;0.02143;0;79.13;94.96;142.43;0;0;1;-30;30
1471;1855;0.0001;0.01;0;202.43;242.91;303.64;0;0;1;-30;30
1472;1473;0;0.00028;0;50;60;90;0;0;1;-30;30
1476;1483;0.00055;0.00143;0;206.29;247.55;309.43;0;0;1;-30;30
1476;1498;0.00021;0.00045;0;134.41;161.29;201.61;0;0;1;-30;30
1477;1486;0.00029;0.00261;0;131.91;158.3;197.87;0;0;1;-30;30
1477;1493;0.00029;0.0006;0;161.13;193.36;290.04;0;0;1;-30;30
1477;1496;0.00043;0.00283;0;200.7;240.84;361.26;0;0;1;-30;30
1478;1481;8.00E-05;0.00057;0;240.55;288.67;433;0;0;1;-30;30
1478;1484;0.00049;0.00381;0;494.13;592.96;741.2;0;0;1;-30;30
1478;1512;0.00146;0.00813;0;615.72;738.86;923.57;0;0;1;-30;30
1479;1485;0.00101;0.00824;0;44.45;53.35;80.02;0;0;1;-30;30
1480;1486;0.00114;0.00695;0;124.06;148.87;223.3;0;0;1;-30;30
1480;1491;0.00239;0.01229;0;219.29;263.14;394.72;0;0;1;-30;30
1481;1523;0.00125;0.1;0;81.85;98.22;147.34;0.9961;0;1;-30;30
1481;1524;0.00125;0.1;0;81.85;98.22;147.34;0.9961;0;1;-30;30
1481;1525;0.00125;0.1;0;81.85;98.22;147.34;0.9961;0;1;-30;30
1482;1485;0.00121;0.0062;0;142.37;170.84;256.26;0;0;1;-30;30
1482;1512;0.00091;0.00603;0;69.2;83.03;124.55;0;0;1;-30;30
1483;1496;0.00052;0.00483;0;281.69;338.03;422.54;0;0;1;-30;30
1483;1500;0.00082;0.00257;0;99.02;118.83;178.24;0;0;1;-30;30
1483;1520;0.00056;0.00347;0;150.6;180.72;225.9;0;0;1;-30;30
1483;1520;0.0005;0.00364;0;144.07;172.89;216.11;0;0;1;-30;30
1484;1512;0.00223;0.00975;0;623.14;747.77;934.71;0;0;1;-30;30
1484;1530;0.00745;0.03588;0;203.96;244.75;305.94;0;0;1;-30;30
1484;1535;0.0069;0.05341;0;205.92;247.1;308.88;0;0;1;-30;30
1485;1486;0.00144;0.01157;0;121.72;146.06;182.57;0;0;1;-30;30
1485;1490;0.00048;0.00212;0;325.05;390.05;487.57;0;0;1;-30;30
1485;1512;0.00166;0.01138;0;114.18;137.02;205.53;0;0;1;-30;30
1485;1513;0.00104;0.00737;0;131.48;157.78;197.22;0;0;1;-30;30
1485;1516;9.00E-05;0.00081;0;228.33;274;410.99;0;0;1;-30;30
1485;1527;9.00E-05;0.00099;0;345.62;414.74;518.42;0;0;1;-30;30
1520;1487;0.00212;0.08472;0;122.19;146.63;219.94;0.9929;0;1;-30;30
1520;1488;0.00212;0.08472;0;122.19;146.63;219.94;0.9929;0;1;-30;30
1489;1499;0.00054;0.00371;0;74.5;89.4;111.75;0;0;1;-30;30
1489;1518;0.00112;0.00759;0;141.97;170.37;212.96;0;0;1;-30;30
1490;1514;0.00038;0.00217;0;29.55;35.46;53.19;0;0;1;-30;30
1490;2489;0.0001;0.01;0;299.76;359.71;449.64;0;0;1;-30;30
1491;1508;0.0008;0.00521;0;143.76;172.52;215.65;0;0;1;-30;30
1492;1501;0.00057;0.00598;0;254.54;305.44;381.8;0;0;1;-30;30
1492;1511;0.00037;0.00361;0;384.64;461.57;576.97;0;0;1;-30;30
1493;1509;0.00125;0.1;0;82.09;98.51;147.77;0.99294;0;1;-30;30
1493;1510;0.00125;0.1;0;82.09;98.51;147.77;0.99294;0;1;-30;30
1535;1494;0.00125;0.1;0;71.26;85.52;128.28;1.0025;0;1;-30;30
1495;1504;0.00125;0.01386;0;245.6;294.72;368.41;0;0;1;-30;30
1495;1504;0.00359;0.01825;0;225.87;271.04;338.8;0;0;1;-30;30
1495;1533;0.00245;0.02726;0;234.66;281.59;422.38;0;0;1;-30;30
1496;1512;0.00066;0.00645;0;202.35;242.82;303.52;0;0;1;-30;30
1497;1518;3.00E-05;0.0002;0;50;60;90;0;0;1;-30;30
1498;1512;0.00117;0.01002;0;252.8;303.37;379.21;0;0;1;-30;30
1499;1502;0.00057;0.00496;0;182.75;219.3;274.13;0;0;1;-30;30
1499;1518;0.00151;0.01229;0;108.74;130.49;163.11;0;0;1;-30;30
1499;1518;0.00066;0.00836;0;160.57;192.68;240.85;0;0;1;-30;30
1499;1521;0.00037;0.0036;0;302.23;362.68;453.35;0;0;1;-30;30
1500;1531;0.0004;0.00408;0;138.8;166.56;249.84;0;0;1;-30;30
1501;1502;0.00025;0.00216;0;152.37;182.84;228.55;0;0;1;-30;30
1501;1518;0.00152;0.00863;0;212.8;255.36;319.2;0;0;1;-30;30
1503;1504;0.00191;0.0114;0;306.44;367.73;459.67;0;0;1;-30;30
1503;1508;0.00113;0.00548;0;260.67;312.8;391.01;0;0;1;-30;30
1505;1512;0.00049;0.00452;0;224.83;269.8;337.25;0;0;1;-30;30
1505;1518;0.00162;0.01332;0;177.9;213.48;266.85;0;0;1;-30;30
1506;1520;4.00E-05;0.00048;0;479.28;575.14;718.92;0;0;1;-30;30
1506;1521;0.00019;0.00158;0;363.61;436.34;545.42;0;0;1;-30;30
1507;1518;3.00E-05;0.00021;0;50;60;90;0;0;1;-30;30
1508;1515;0.00106;0.01101;0;193.66;232.39;290.49;0;0;1;-30;30
1511;1512;0.0002;0.00197;0;404.58;485.49;728.24;0;0;1;-30;30
1511;1522;0.00035;0.00339;0;234.87;281.85;352.31;0;0;1;-30;30
1512;1513;0.00146;0.00714;0;164.93;197.92;296.88;0;0;1;-30;30
1513;1534;0.00037;0.00094;0;176.86;212.24;318.35;0;0;1;-30;30
1515;1531;0.00158;0.01572;0;199.03;238.84;358.25;0;0;1;-30;30
1515;1533;0.00027;0.00337;0;239.27;287.12;358.9;0;0;1;-30;30
1517;1518;0.00035;0.02111;0;175.77;210.92;263.65;1.00687;0;1;-30;30
1517;1518;0.00038;0.0203;0;182.77;219.33;274.16;1.00687;0;1;-30;30
1517;1518;0.00033;0.02576;0;144.05;172.86;216.07;1.00687;0;1;-30;30
1517;1532;0.00036;0.00601;0;754.42;905.3;1357.96;0;0;1;-30;30
1517;2460;0.0001;0.01;0;653.71;784.46;980.57;0;0;1;-30;30
1520;1519;0.00212;0.08472;0;122.19;146.63;219.94;0.9929;0;1;-30;30
1520;1522;0.00097;0.00724;0;254;304.8;381;0;0;1;-30;30
1520;1526;0.00212;0.08472;0;125.51;150.61;225.91;0.9929;0;1;-30;30
1534;1528;0.00125;0.1;0;87.09;104.5;156.76;0.99484;0;1;-30;30
1534;1529;0.00125;0.1;0;87.09;104.5;156.76;0.99484;0;1;-30;30
1530;1535;0.00242;0.01761;0;206.26;247.51;309.39;0;0;1;-30;30
1532;2481;0.0001;0.01;0;677.43;812.91;1016.14;0;0;1;-30;30
1536;1537;0.00023;0.00264;0.07296;838;838;838;0;0;1;-30;30
1567;1536;0.00087;0.05244;0;330;330;330;1.10419;0;1;-30;30
1538;1553;0.10041;0.17736;0.01665;78;78;78;0;0;1;-30;30
1538;1573;0.0386;0.08364;0.00735;78;78;78;0;0;1;-30;30
1539;1540;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1539;1550;0.00264;0.00851;0.00088;123;123;123;0;0;1;-30;30
1539;1575;0.00818;0.02545;0.00289;123;123;123;0;0;1;-30;30
1540;1548;0.00694;0.02256;0.00231;123;123;123;0;0;1;-30;30
1540;1565;0.03942;0.12033;0.01413;123;123;123;0;0;1;-30;30
1541;1547;0.00223;0.00752;0.00076;123;123;123;0;0;1;-30;30
1541;1568;0.01818;0.06595;0.00707;123;123;123;0;0;1;-30;30
1542;1543;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1542;1568;0.01926;0.05876;0.00555;123;123;123;0;0;1;-30;30
1543;1550;0.01157;0.03587;0.00404;123;123;123;0;0;1;-30;30
1544;1545;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1544;1567;0.01091;0.04223;0.00465;123;123;123;0;0;1;-30;30
1545;1546;0.00347;0.01033;0.00125;123;123;123;0;0;1;-30;30
1546;1557;0.00711;0.02256;0.00224;102;102;102;0;0;1;-30;30
1547;1548;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1549;1550;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1549;1551;0.03744;0.18876;0.01765;125;125;125;0;0;1;-30;30
1549;1556;0.00554;0.01802;0.00167;102;102;102;0;0;1;-30;30
1549;1567;0.02545;0.08099;0.00735;102;102;102;0;0;1;-30;30
1549;1577;0.01549;0.03483;0.00343;126.6;151.93;189.91;0;0;1;-30;30
1550;1561;0.02802;0.08446;0.01016;123;123;123;0;0;1;-30;30
1550;2799;0.0001;0.01;0;163.47;196.17;245.21;0;0;1;-30;30
1552;1553;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1552;1560;0.05198;0.09;0.00889;69;69;69;0;0;1;-30;30
1552;1568;0.05992;0.11628;0.01298;78;78;78;0;0;1;-30;30
1554;1555;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1554;1577;0.02848;0.05104;0.00475;125.36;150.44;188.04;0;0;1;-30;30
1555;1570;0.0081;0.01413;0.00135;122.63;147.15;183.94;0;0;1;-30;30
1556;1557;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
1558;1569;0.02678;0.08058;0.0097;123;123;123;0;0;1;-30;30
1558;1576;0.00635;0.01952;0.00235;123;123;123;0;0;1;-30;30
1559;1576;0.00026;0.0004;5.00E-05;123;123;123;0;0;1;-30;30
1560;1564;0.04339;0.07157;0.00774;69;69;69;0;0;1;-30;30
